Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2011","2011","1000 US$","134282","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2012","2012","1000 US$","141201","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2013","2013","1000 US$","134260","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2014","2014","1000 US$","128343","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2015","2015","1000 US$","129929","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2016","2016","1000 US$","119225","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2017","2017","1000 US$","118592","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2018","2018","1000 US$","106341","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2019","2019","1000 US$","104842","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2020","2020","1000 US$","105178","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2010","2010","1000 US$","463","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2011","2011","1000 US$","444","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2012","2012","1000 US$","440","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2013","2013","1000 US$","658","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2014","2014","1000 US$","715","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2015","2015","1000 US$","358","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2016","2016","1000 US$","276","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2017","2017","1000 US$","227","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2018","2018","1000 US$","241","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2019","2019","1000 US$","240","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01706","Cow peas, dry","2020","2020","1000 US$","247","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2010","2010","1000 US$","2813","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2011","2011","1000 US$","3453","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2012","2012","1000 US$","3828","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2013","2013","1000 US$","4053","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2014","2014","1000 US$","3922","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2015","2015","1000 US$","4279","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2016","2016","1000 US$","4608","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2017","2017","1000 US$","4678","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2018","2018","1000 US$","4792","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2019","2019","1000 US$","5565","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2020","2020","1000 US$","5361","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2010","2010","1000 US$","56273","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2011","2011","1000 US$","98155","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2012","2012","1000 US$","88008","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2013","2013","1000 US$","85175","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2014","2014","1000 US$","94281","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2015","2015","1000 US$","90811","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2016","2016","1000 US$","96200","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2017","2017","1000 US$","105872","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2018","2018","1000 US$","139758","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2019","2019","1000 US$","147244","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2020","2020","1000 US$","148062","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2010","2010","1000 US$","64942","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2011","2011","1000 US$","69287","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2012","2012","1000 US$","76277","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","1000 US$","83426","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","1000 US$","82678","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","1000 US$","83284","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","1000 US$","86265","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","1000 US$","98528","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","1000 US$","86431","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","1000 US$","96538","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","1000 US$","107125","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2010","2010","1000 US$","21661","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2011","2011","1000 US$","14540","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2012","2012","1000 US$","9523","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2013","2013","1000 US$","16885","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2014","2014","1000 US$","38801","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2015","2015","1000 US$","40138","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2016","2016","1000 US$","22070","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2017","2017","1000 US$","12955","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2018","2018","1000 US$","14594","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2019","2019","1000 US$","25860","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2020","2020","1000 US$","39215","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2010","2010","1000 US$","59","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2011","2011","1000 US$","71","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2012","2012","1000 US$","74","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2013","2013","1000 US$","76","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2014","2014","1000 US$","80","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2015","2015","1000 US$","90","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2016","2016","1000 US$","77","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2017","2017","1000 US$","81","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2018","2018","1000 US$","77","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2019","2019","1000 US$","82","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01330","Grapes","2020","2020","1000 US$","87","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2010","2010","1000 US$","17381","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2011","2011","1000 US$","22679","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2012","2012","1000 US$","16617","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2013","2013","1000 US$","14904","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2014","2014","1000 US$","30875","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2015","2015","1000 US$","18658","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2016","2016","1000 US$","12371","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2017","2017","1000 US$","16308","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2018","2018","1000 US$","14978","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2019","2019","1000 US$","14377","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01252","Green garlic","2020","2020","1000 US$","15802","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2010","2010","1000 US$","19452","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2011","2011","1000 US$","22071","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2012","2012","1000 US$","23734","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2013","2013","1000 US$","24543","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2014","2014","1000 US$","24538","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2015","2015","1000 US$","26083","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2016","2016","1000 US$","22987","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2017","2017","1000 US$","22827","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2018","2018","1000 US$","22710","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2019","2019","1000 US$","23856","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2020","2020","1000 US$","24588","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2010","2010","1000 US$","787083","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2011","2011","1000 US$","872383","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2012","2012","1000 US$","971562","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2013","2013","1000 US$","999927","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2014","2014","1000 US$","999189","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2015","2015","1000 US$","1028489","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2016","2016","1000 US$","1063677","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2017","2017","1000 US$","1110909","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2018","2018","1000 US$","1255089","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2019","2019","1000 US$","1378594","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2020","2020","1000 US$","1609925","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2010","2010","1000 US$","5056","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2011","2011","1000 US$","5333","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2012","2012","1000 US$","4977","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2013","2013","1000 US$","7170","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2014","2014","1000 US$","5407","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2015","2015","1000 US$","6660","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2016","2016","1000 US$","5359","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2017","2017","1000 US$","3129","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2018","2018","1000 US$","3502","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2019","2019","1000 US$","3795","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2020","2020","1000 US$","4040","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2010","2010","1000 US$","1479","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2011","2011","1000 US$","1940","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2012","2012","1000 US$","2439","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2013","2013","1000 US$","3025","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2014","2014","1000 US$","3087","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2015","2015","1000 US$","3161","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2016","2016","1000 US$","3016","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2017","2017","1000 US$","3738","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2018","2018","1000 US$","4730","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2019","2019","1000 US$","5158","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2020","2020","1000 US$","4570","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2010","2010","1000 US$","1573359","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2011","2011","1000 US$","2120509","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2012","2012","1000 US$","2260948","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2013","2013","1000 US$","2209910","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2014","2014","1000 US$","2330383","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2015","2015","1000 US$","2126107","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2016","2016","1000 US$","2040284","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2017","2017","1000 US$","1916555","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2018","2018","1000 US$","2117075","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2019","2019","1000 US$","2095002","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2020","2020","1000 US$","2058099","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2010","2010","1000 US$","331777","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2011","2011","1000 US$","334411","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2012","2012","1000 US$","349763","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2013","2013","1000 US$","356802","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2014","2014","1000 US$","391842","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2015","2015","1000 US$","396122","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2016","2016","1000 US$","425219","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2017","2017","1000 US$","430566","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2018","2018","1000 US$","413544","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2019","2019","1000 US$","438259","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2020","2020","1000 US$","518063","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2010","2010","1000 US$","317085","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2011","2011","1000 US$","329208","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2012","2012","1000 US$","330915","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2013","2013","1000 US$","340841","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2014","2014","1000 US$","338102","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2015","2015","1000 US$","339380","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2016","2016","1000 US$","299143","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2017","2017","1000 US$","280996","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2018","2018","1000 US$","258582","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2019","2019","1000 US$","270469","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2020","2020","1000 US$","254165","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2010","2010","1000 US$","317085","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2011","2011","1000 US$","329208","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2012","2012","1000 US$","330915","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2013","2013","1000 US$","340841","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2014","2014","1000 US$","338102","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2015","2015","1000 US$","339380","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2016","2016","1000 US$","299143","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2017","2017","1000 US$","280996","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2018","2018","1000 US$","258582","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2019","2019","1000 US$","270469","E","Estimated value"
"QV","Value of Agricultural Production","608","Philippines","57","Gross Production Value (current thousand US$)","21112i","Meat of buffalo, fresh or chilled (indigenous)","2020","2020","1000 US$","254165","E","Estimated value"
